AddressID,CustomerID,ReceiverName,Phone,Address,PaymentMethod
355,293,黃秋月,05-25127000,893 永和市奇岩巷8段508號之2,Credit Card
356,294,李俊宏,0915368437,430 北竿華興巷654號之3,Apple Pay
357,295,詹俊明,04-34778318,854 北斗土城巷355號5樓,Line Pay
358,296,徐建良,02-3890625,886 台東市新埔街23號之2,Credit Card
359,297,林雅惠,044 20019222,15812 草屯市復興路2段9號3樓,Credit Card
360,298,簡明宗,0901-190001,81810 高雄市關渡路500號6樓,Apple Pay
361,298,施怡婷,0967902320,24861 橫山忠孝街1段1號4樓,Apple Pay
362,299,周俊廷,0994-567499,77087 北港民富路565號2樓,Credit Card
363,300,李文彬,078 96715643,691 樹林芝山巷1號0樓,Credit Card
364,301,劉欣怡,02-33893228,97941 員林縣民權街26號8樓,Line Pay
365,301,宋淑卿,(05) 42454429,804 宜蘭復興巷120號3樓,Credit Card
366,302,范文忠,05-99211894,546 竹田東興街3段6號之2,Line Pay
367,303,羅麗華,08 4056887,186 永和關渡巷9段39號之5,Apple Pay
368,303,翁勝雄,08-6078945,80318 光復南街4段89號之4,Credit Card
369,304,呂政宏,0932-348423,158 馬公動物園巷51號5樓,Line Pay
370,305,詹柏霖,0903867957,56790 桃園自由巷4段726號6樓,Apple Pay
371,305,林麗玲,08-36004781,25525 台中紅樹林巷2段81號8樓,Cash on Delivery
372,306,黃家瑋,(01) 62189771,403 連江市劍南街85號4樓,Credit Card
373,307,蔡玉梅,02-5151912,25413 中和正義路52號5樓,Apple Pay
374,308,陳文傑,095 20993551,55115 汐止縣石牌街9段1號9樓,Line Pay
375,309,莊雅慧,07 3453680,879 苗栗自立街2段86號之4,Cash on Delivery
376,310,林怡君,02-56780462,620 古坑育英街516號之9,Credit Card
377,310,翁建良,0914787185,96444 楊梅市新生路308號之2,Line Pay
378,311,張素蘭,063 13007887,56091 台南迴龍街97號6樓,Credit Card
379,312,朱冠廷,(09) 71625898,46616 新竹市中山街528號8樓,Line Pay
380,313,李志明,02-1488676,59702 平鎮松山路7號之9,Apple Pay
381,313,魏宗憲,04-5576639,54697 太平中興街3段9號6樓,Credit Card
382,314,馬秀蘭,0993843165,78855 永和中和街99號2樓,Cash on Delivery
383,314,賴玉珍,09-1501862,883 南投新生路5段58號7樓,Credit Card
384,315,李世昌,05-16986073,274 褒忠市南街36號之2,Credit Card
385,315,劉柏諺,03-77589584,54830 北斗動物園街484號2樓,Apple Pay
386,316,張志雄,(00) 80537200,317 員林文化路4號之6,Credit Card
387,317,朱美鳳,(03) 86815992,22848 花蓮紅樹林路3號之1,Apple Pay
388,318,周淑貞,04 5335066,143 嘉義正義街255號0樓,Credit Card
389,319,游心怡,086 66739186,62799 苗栗縣昆陽巷28號之5,Cash on Delivery
390,320,朱秀珠,(04) 59790466,549 蘆竹萬隆巷215號9樓,Apple Pay
391,321,魏麗卿,0955396537,954 光復縣大同街4段3號5樓,Line Pay
392,322,蕭麗雲,0926312860,735 臺中縣文化巷18號之7,Line Pay
393,323,林建成,0954220235,335 大里大安巷7號之7,Line Pay
394,323,林秀美,010 98425486,490 永和動物園巷47號之8,Line Pay
395,324,李榮華,02 1737294,293 桃園長安路8段785號5樓,Credit Card
396,325,詹玉珍,03 8382427,345 楊梅市新生巷7號之5,Apple Pay
397,326,邱國榮,041 75934877,53821 臺中四維街24號6樓,Line Pay
398,327,陳品睿,00 3280927,65014 蘆竹市象山街462號之0,Cash on Delivery
399,328,彭家榮,02 5687691,54835 新北縣新北投街81號5樓,Cash on Delivery
400,329,曹秀鳳,085 45791715,53057 高雄中山街18號之3,Cash on Delivery
401,330,廖建成,000 69699549,327 苗栗縣忠義街212號之4,Cash on Delivery
402,330,王碧雲,04-33355540,273 嘉義縣三民街4號之3,Apple Pay
403,331,何秀鳳,060 20966787,72826 卑南市新店巷19號7樓,Line Pay
404,331,莊麗雲,08-3684329,967 橫山縣博愛街914號2樓,Cash on Delivery
405,332,賈宜蓁,(07) 53969707,963 台中市博愛街28號之4,Apple Pay
406,332,陳美玉,000 59516877,61484 桃園中正路409號之9,Line Pay
407,333,蔡淑芬,05-46131410,533 台中市中和街92號之6,Cash on Delivery
408,334,黃鈺婷,00-92524571,675 阿里山民生街8號5樓,Credit Card
409,335,蔡家豪,0918-579457,17319 臺東縣中興路3段48號4樓,Cash on Delivery
410,336,胡明輝,0903-076080,367 宜蘭市永安巷174號之4,Apple Pay
411,337,温宗翰,0951475822,52238 新營市淡水路6段8號5樓,Cash on Delivery
412,337,陳世昌,002 54483432,669 八德縣動物園街1號之4,Credit Card
413,338,張冠廷,0938566791,13748 新營成功路4號3樓,Credit Card
414,339,傅家豪,00-5506578,501 桃園民富路5段174號3樓,Apple Pay
415,340,林淑玲,(09) 24949021,822 北竿大坪巷6號之9,Credit Card
416,341,卓宗翰,00 1385289,935 竹北松山街3號0樓,Cash on Delivery
417,342,潘志強,0988275698,32364 樹林市新生路7號0樓,Credit Card
418,343,林志宏,08 6470294,910 古坑育英街824號之8,Credit Card
419,344,郭麗雲,0961278379,21630 平鎮文山巷490號之2,Apple Pay
420,345,賴美玲,08-1045263,674 馬公市建國路68號之7,Apple Pay
421,346,洪美華,0942-947076,51964 基隆市關渡街236號之5,Line Pay
422,347,許家銘,0904768356,46078 朴子四維街6號之3,Cash on Delivery
423,348,王麗玉,07-33431265,169 白沙縣建國路154號之1,Line Pay
424,349,吳雅慧,06-5437984,64655 嘉義縣文山路8號之9,Apple Pay
425,350,丁文龍,(02) 65072908,805 褒忠縣四維路7號之9,Cash on Delivery
426,351,蕭秀枝,01-32902153,18659 中壢新興路6號3樓,Apple Pay
427,352,劉志銘,0948717719,150 中壢縣國凱八德巷403號之8,Credit Card
428,353,蔡宇軒,04 8341220,302 光復關渡路86號1樓,Cash on Delivery
429,353,吳春美,0980738993,80969 太平水源路291號之0,Credit Card
430,354,洪恩碩,0942523416,837 太保市象山路345號之5,Credit Card
431,354,陳惠玲,01-33348342,695 金門光復路4號7樓,Apple Pay
432,355,王文祥,06 8186791,56950 關山縣關渡巷7號之5,Cash on Delivery
433,355,張國榮,08-19630424,734 卑南市文昌路5號之0,Cash on Delivery
434,356,李文祥,0974-809798,37586 台南奇岩路831號8樓,Credit Card
435,357,姚金鳳,00-10491632,19765 屏東民生路420號4樓,Cash on Delivery
436,358,鍾金龍,022 24790299,24531 古坑大勇巷80號之2,Credit Card
437,359,蕭麗香,0907455466,18550 澎湖勝利路435號之9,Cash on Delivery
438,360,張俊豪,(09) 99990792,994 光復小碧潭路15號之5,Credit Card
439,361,楊雅慧,035 50025575,93668 板橋市仁愛街5段8號之5,Credit Card
440,362,黃宇恩,00-65214666,92299 北港縣永安路862號8樓,Cash on Delivery
441,363,呂冠霖,04-34462342,38429 梅山中華路831號之3,Line Pay
442,364,方義雄,01 3523230,23082 臺中縣龍山寺路1段29號之0,Apple Pay
443,365,宋文龍,05-7917388,309 臺東縣中正街7號5樓,Cash on Delivery
444,365,吳世明,0946584933,82259 桃園民享街33號5樓,Apple Pay
445,366,鍾秀鳳,02 1679617,35518 台北忠義巷2號5樓,Cash on Delivery
446,367,呂靜宜,(08) 24949873,755 汐止市忠義街173號0樓,Cash on Delivery
447,368,何淑美,05-6107851,929 太保仁愛街6號之4,Apple Pay
448,369,曾美慧,00-37909284,701 朴子博愛街8段7號之8,Apple Pay
449,370,陳金蓮,0967-495450,99769 雲林縣奇岩街3段861號之1,Cash on Delivery
450,370,張政宏,0995057985,258 桃園華興巷25號之4,Apple Pay
451,371,王淑娟,0921-909049,49416 金門市光華路2號之1,Apple Pay
452,372,謝俊傑,0964118816,56066 光復新莊路874號3樓,Credit Card
453,372,羅碧珠,05-4796127,830 中和市新生巷84號3樓,Line Pay
454,373,江玉梅,09-1932844,127 北港永和路6段431號6樓,Cash on Delivery
455,374,施玉琴,05-8533085,77314 屏東龍山寺街844號之3,Credit Card
456,375,蔡碧珠,(03) 75882756,31687 新北自由路2號之2,Cash on Delivery
457,376,馮博文,03-4048587,57882 平鎮五福街7段9號2樓,Credit Card
458,377,范建興,(01) 28598449,370 澎湖永寧街79號1樓,Line Pay
459,378,陳秀玉,0982798752,87998 蘆洲市新北投巷6段98號7樓,Credit Card
460,379,張月娥,04-15975646,99694 苗栗明德路63號9樓,Apple Pay
461,380,汪文祥,001 89856081,13291 北斗縣民富巷43號5樓,Cash on Delivery
462,381,陳柏宇,04 7007882,50585 基隆紅樹林路2段8號之0,Line Pay
463,382,吳麗華,082 94981492,64494 頭份平和巷3號3樓,Line Pay
464,382,朱建宏,01-77657388,749 三重縣小碧潭街584號8樓,Cash on Delivery
465,383,彭秀鳳,(03) 10855571,91353 草屯古亭街1號7樓,Credit Card
466,384,李宗霖,01-1305616,988 宜蘭縣奇岩巷5段455號8樓,Credit Card
467,385,陳麗美,017 12733284,351 臺中市正義巷76號之1,Credit Card
468,385,余語彤,0972146007,473 阿里山廣慈路74號之4,Line Pay
469,386,李文彬,(02) 81782604,727 台中縣北投巷63號之5,Line Pay
470,387,謝美玉,0939-692466,550 南投縣四維巷2段8號4樓,Credit Card
471,388,李詩涵,001 56106903,248 北港縣新生街6號之5,Credit Card
472,389,詹素珍,(08) 43952789,231 永康市五福巷2號4樓,Line Pay
473,390,吳玉鳳,01 1330831,853 屏東中和巷15號之1,Apple Pay
474,390,賴麗玲,03 5620081,734 板橋市延平街852號6樓,Apple Pay
475,391,謝秀玉,09-17766908,908 連江市四維巷3號之6,Credit Card
476,392,歐秀娟,09-8128828,45113 高雄市永和路1號2樓,Apple Pay
477,393,黃惠美,02-51470895,41800 阿里山關渡巷2段163號之1,Credit Card
478,394,江月英,02 9888915,629 新竹景美街94號之4,Line Pay
479,395,陳心怡,0909334003,26046 鳳山公園路80號之1,Credit Card
480,395,郭文傑,(05) 49945052,528 太保市自由路330號之5,Line Pay
481,396,許怡婷,06 6360590,854 大里平和路7號之9,Credit Card
482,397,洪淑美,09-82638839,555 竹北縣雙連街385號之7,Credit Card
483,398,鄭金龍,05-65463170,19802 阿里山市自由路267號2樓,Cash on Delivery
484,399,郭玉英,08-23349173,73581 卑南市中華路409號0樓,Apple Pay
485,400,王詩涵,(06) 28801928,15168 板橋縣士林路776號5樓,Cash on Delivery
486,401,彭秀美,058 29672630,136 澎湖市自強路2號之5,Cash on Delivery
487,402,吳淑芬,07-5505359,786 台北市福安街2號4樓,Cash on Delivery
488,402,林冠宏,04 2141930,977 新營市永寧巷540號之6,Line Pay
489,403,唐美玉,087 57416355,27735 新營市關渡街286號8樓,Apple Pay
490,404,林威廷,09-52782531,981 桃園文化街22號之8,Cash on Delivery
491,405,陳惠美,044 56511397,128 蘆竹縣文昌巷923號7樓,Apple Pay
492,406,黃志明,017 35773835,763 鳳山縣新莊路811號之3,Line Pay
493,406,古怡君,(03) 24652306,48673 朴子縣紅樹林路398號之7,Apple Pay
494,407,陳柏翰,06 7839997,143 白沙龍山寺路8段96號之7,Credit Card
495,408,林子恩,02-77836728,738 台中市水源路4號2樓,Cash on Delivery
496,409,林麗玉,05-68241423,87631 豐原頂福州巷8段7號之4,Line Pay
497,410,林月娥,054 11868369,17481 八德自立巷945號之8,Cash on Delivery
498,411,江秀蓮,095 93270765,805 台南縣自由街649號之5,Apple Pay
499,412,陳志銘,08-3609284,401 頭份關渡街60號之8,Apple Pay
500,413,陳明德,02-54865026,97074 澎湖縣新北投路35號4樓,Credit Card
501,413,詹哲維,019 85353240,52166 連江縣正義路86號之0,Cash on Delivery
502,414,李俊宏,07-32751810,68539 白沙縣大勇街9段3號9樓,Line Pay
503,415,陳建華,09-8825738,23878 員林市民權街1段6號3樓,Line Pay
504,416,陳明德,01-8837365,63424 汐止縣東興路7段83號9樓,Line Pay
505,416,范俊豪,028 74626192,16996 橫山建國路593號5樓,Line Pay
506,417,吳佳蓉,(06) 50327316,94614 基隆市自強巷91號之5,Apple Pay
507,418,張冠霖,0957845965,617 板橋水源路575號之6,Credit Card
508,419,吳凱翔,(09) 68177828,81717 三重市忠孝巷11號7樓,Apple Pay
509,420,張秋月,01 9437678,42571 台東長春巷4段825號之3,Credit Card
510,421,李世昌,08-84016892,132 金門忠義路9段8號之4,Credit Card
511,422,吳秀玉,027 58360771,169 新營縣光復街5號7樓,Line Pay
512,423,闕美鳳,041 13297637,761 新營市萬隆路8段42號7樓,Credit Card
513,424,陳秀蘭,03 8875947,20358 永康市昆陽街5號之1,Credit Card
514,425,許家榮,0977-641727,41375 台中新生路31號8樓,Line Pay
515,426,張世昌,05-2283756,88259 阿里山市龍山寺巷442號之3,Line Pay
516,427,朱秀蘭,(07) 23385086,95770 楊梅市蘆洲街3段787號之2,Cash on Delivery
517,428,王仁傑,0936-724816,481 金門縣昆陽巷9段786號之9,Apple Pay
518,429,林志雄,(07) 31866838,118 牡丹市迴龍街6號之7,Cash on Delivery
519,430,劉玉美,02 2297397,25232 台中市民權街2號8樓,Apple Pay
520,431,楊世昌,015 83595411,32727 關山大智路9段10號之2,Apple Pay
521,432,楊文章,02-57150573,333 台東五福路90號5樓,Cash on Delivery
522,433,黃志偉,08 5455353,187 臺東縣自由巷21號2樓,Credit Card
523,433,黃俊傑,0930-593863,33840 台北建國街4號之3,Cash on Delivery
524,434,陳秀英,0996-519923,90055 連江市信義街1號8樓,Line Pay
525,435,李志誠,09 1352355,27942 光復市新店街8號之1,Line Pay
526,435,呂素貞,0993305499,418 新營文山街837號7樓,Line Pay
527,436,游美玉,07 5977358,21507 臺中新店巷7段18號2樓,Cash on Delivery
528,437,張文傑,095 17505940,34065 三重縣中興街60號8樓,Cash on Delivery
529,438,任志強,03 5303878,36360 新營士林街8段4號7樓,Cash on Delivery
530,439,楊俊傑,04-76796885,705 牡丹華興街5號之3,Cash on Delivery
531,440,黃宇翔,0923917460,31294 桃園縣學府街417號3樓,Apple Pay
532,441,張雅雯,08-64416399,29853 三重忠孝街4號之8,Line Pay
533,442,蔡志遠,0915634211,33060 蘆竹古亭巷927號之7,Line Pay
534,443,王永昌,(03) 21367921,27779 關山文化街179號之4,Apple Pay
535,444,陳麗雲,03-1064150,34899 牡丹縣民生巷7號0樓,Credit Card
536,444,顏麗玉,0978-090375,95872 新北西門巷2號之9,Credit Card
537,445,孫惠美,0903260730,109 蘆竹仁愛巷871號0樓,Line Pay
538,446,黃文雄,(05) 68219569,279 澎湖中興路4號之5,Apple Pay
539,447,柯志豪,01-5877532,25166 嘉義市廣慈巷6號之9,Apple Pay
540,448,温志成,0955998458,995 牡丹市明德路20號之6,Apple Pay
541,449,許佳蓉,07 3819388,208 桃園松山巷88號之6,Line Pay
542,450,游碧雲,04 8657296,210 楊梅國凱八德街113號之3,Apple Pay
543,451,林玉蘭,00-67165230,25670 屏東紅樹林街48號之7,Credit Card
544,452,呂秀琴,09-92156044,343 卑南縣動物園街5號8樓,Line Pay
545,452,高麗玲,0944901210,10048 永和天母街2段636號之6,Cash on Delivery
546,453,余志成,001 33108010,41253 太保市信義街295號7樓,Cash on Delivery
547,454,楊俊宏,06 9215931,603 白沙劍潭巷70號之0,Apple Pay
548,454,楊信宏,0987640850,68297 屏東民生街8段2號6樓,Credit Card
549,455,戴金鳳,00-6899697,50395 台中縣四維街2號7樓,Line Pay
550,456,黃志偉,00-5716294,87107 鳳山民權巷7段83號8樓,Cash on Delivery
551,457,連俊雄,09-3226032,626 光復福德街555號5樓,Line Pay
552,458,劉美麗,08-38474410,250 中和民生街7段21號之1,Credit Card
553,459,管志豪,07 3181266,32361 南投興巷542號4樓,Cash on Delivery
554,460,王素琴,0916-975832,49764 汐止古亭巷49號之4,Credit Card
555,461,周雅惠,09-2657588,70242 台中大仁路2號3樓,Apple Pay
556,462,李文雄,083 55823464,62505 金門縣新生路2號之7,Apple Pay
557,463,黃志明,05-9449544,58617 嘉義市士林街2段1號6樓,Credit Card
558,464,吳淑卿,(06) 92483943,25482 嘉義縣五福街3段95號之4,Apple Pay
559,464,洪建良,0957892611,93764 中和市新北投街4號4樓,Cash on Delivery
560,465,孔文忠,0905532320,21588 豐原縣西門路517號之7,Apple Pay
561,465,林承翰,00-6641537,925 基隆公園街3號之2,Cash on Delivery
562,466,王麗琴,(03) 54956206,529 卑南莒光路9號之8,Cash on Delivery
563,466,蕭家豪,(05) 83704331,105 台東忠義路93號之1,Credit Card
564,467,吳麗華,(00) 75516706,74585 中和自由巷61號3樓,Cash on Delivery
565,468,簡淑卿,0947677884,73453 新營大同街1段21號1樓,Cash on Delivery
566,469,劉秀琴,00 1962815,72494 南投市象山街928號之4,Apple Pay
567,470,林俊佑,(07) 48443216,506 南投林森巷1段8號之2,Credit Card
568,471,馬柏霖,0936-107055,322 屏東市劍南路951號之8,Line Pay
569,472,曾碧雲,0905-696414,67568 桃園縣永安路2號9樓,Apple Pay
570,472,謝志誠,0927-950786,505 草屯縣昆陽巷881號9樓,Apple Pay
571,473,蘇建宏,030 23835924,73981 北竿縣新生巷1段33號之9,Apple Pay
572,474,吳文欽,03 1200293,93283 台東縣石牌巷3號之9,Cash on Delivery
573,475,陳義雄,00-55304360,743 南投縣五福路1段32號之9,Cash on Delivery
574,476,黃承翰,09 9356030,571 台東縣西門路181號9樓,Cash on Delivery
575,477,李美華,(02) 12669956,89489 花蓮民享巷3號7樓,Credit Card
576,478,余子睿,042 36018354,473 平鎮中華街5號之6,Line Pay
577,478,賴彥廷,0939176646,84033 樹林市永安巷290號1樓,Credit Card
578,479,許明輝,09-62556899,15115 楊梅縣和平路89號之5,Credit Card
579,480,張金鳳,09-4463838,78057 三重明德路19號之4,Cash on Delivery
580,481,姜冠霖,04-6453370,642 彰化小碧潭路107號之7,Line Pay
581,482,楊秀枝,0992992223,147 中和縣自強街743號之2,Cash on Delivery
582,483,何秀英,0903209816,97349 新營市自由巷92號1樓,Apple Pay
583,484,廖詩涵,(09) 85638088,635 阿里山縣昆陽街934號1樓,Cash on Delivery
584,485,余家榮,0994383112,312 北竿民富巷8號8樓,Credit Card
585,486,莊淑芳,0957-223277,53193 卑南民生巷966號之0,Cash on Delivery
586,487,黃恩碩,090 57224569,96823 金門縣長春巷205號之5,Apple Pay
587,488,李文傑,03 7246098,140 朴子縣中山路7段56號之5,Line Pay
588,489,吳雅婷,(07) 38174604,50438 八德民生街7號0樓,Credit Card
589,490,陳雅雯,09-6155479,252 頭份德巷4段58號之0,Cash on Delivery
590,490,盛淑卿,03-65136810,915 彰化新生街988號之3,Apple Pay
591,491,盧建宏,07 6771311,510 褒忠市昆陽路1號之1,Cash on Delivery
592,491,袁明輝,(08) 22781510,431 汐止萬隆巷90號之8,Cash on Delivery
593,492,張俊傑,0923450933,816 金門博愛路8號3樓,Line Pay
594,492,蔡宇恩,00-67794579,95050 板橋龍山寺街4號3樓,Credit Card
595,493,林秀梅,01-97022562,62955 朴子育英街4段173號之4,Credit Card
596,494,蔡雅雯,0926-881324,77236 橫山縣大同巷22號5樓,Credit Card
597,495,楊子翔,05-8779629,419 高雄市民生巷84號之8,Cash on Delivery
598,495,魏子翔,0906674296,870 台中市長春路7號之3,Cash on Delivery
599,496,蕭政宏,0975-444428,670 新營國凱八德巷208號之8,Credit Card
600,497,曾志銘,0991882792,70170 太平仁愛巷68號5樓,Line Pay
601,498,陳冠廷,00-8516381,836 汐止縣民權巷5段5號3樓,Credit Card
602,499,張文章,092 96737090,378 樹林市國凱八德路3段9號8樓,Line Pay
603,500,宋家豪,(05) 16094496,638 宜蘭縣水源街572號之4,Credit Card
604,501,蔡秀蘭,016 85380833,85049 斗六縣大橋頭巷1號之9,Credit Card
605,502,張俊宏,0992867192,913 鳳山縣華興路971號3樓,Cash on Delivery
606,503,詹雅雯,00-56663645,72838 竹田縣松山巷41號4樓,Apple Pay
607,504,范麗玉,04-8983511,44936 馬公市龍山寺街3號7樓,Credit Card
608,505,陳明輝,0911581500,272 永和市迴龍街212號之2,Cash on Delivery
609,506,王雅玲,0994654519,75658 白沙頂福州巷867號1樓,Line Pay
610,506,陳麗香,03-52306827,73496 太保正義路2號之5,Apple Pay
611,507,吳秀珠,0913019330,625 牡丹市民權巷629號9樓,Line Pay
612,508,黃志雄,(06) 46376144,92519 光復新店街7號之7,Line Pay
613,509,林建成,09-51010732,60446 北斗士林巷6號之8,Cash on Delivery
614,510,石志文,03-70092031,309 彰化市民權路32號之6,Cash on Delivery
615,511,鄭俊宏,0944-650775,303 中和市五福巷655號之7,Apple Pay
616,512,呂明輝,(02) 59581957,53656 澎湖長春路193號之3,Credit Card
617,513,廖慧玲,064 20110005,97140 汐止大勇巷7段365號5樓,Apple Pay
618,514,鄭志偉,0942615552,72483 屏東興路118號4樓,Cash on Delivery
619,514,戴雅婷,(07) 12624641,47360 台北市永和巷71號之4,Cash on Delivery
620,515,黃玉珍,(04) 47469381,61173 北港市自強街503號之5,Line Pay
621,516,楊美玲,0984-339543,81483 澎湖大同巷22號之3,Line Pay
622,517,徐宇恩,014 25871944,332 光復市東湖街7號7樓,Credit Card
623,518,陳品睿,07-81461304,23978 馬公縣自由街6號之6,Apple Pay
624,519,藍柏宇,063 94316536,50594 臺中博愛路4段575號9樓,Line Pay
625,519,陳俊賢,078 70138412,15585 草屯縣長安巷740號之6,Apple Pay
626,520,吳秀枝,00-55640680,64787 北斗縣忠義街601號之1,Cash on Delivery
627,521,林志偉,008 82371233,67346 褒忠關渡巷694號9樓,Cash on Delivery
628,522,林麗珠,00-7029047,966 台北五福路740號5樓,Apple Pay
629,523,高麗娟,03-62127374,304 古坑縣民有街23號之4,Credit Card
630,524,侯秋香,(02) 46681425,919 關山新生街26號4樓,Line Pay
631,525,曹文雄,090 97502850,33314 汐止新生街70號8樓,Credit Card
632,526,廖秀玉,02-71354968,910 卑南長安路2號9樓,Apple Pay
633,527,楊玉英,02-14242155,186 太保縣新北投路9段385號0樓,Apple Pay
634,528,潘金龍,06-3730233,161 中和縣土城街799號9樓,Line Pay
635,529,陳秋香,0983-311178,58613 白沙市德巷79號之7,Credit Card
636,529,吳信宏,05-5246816,43216 南投市萬隆巷4段263號之2,Credit Card
637,530,陳秀雲,(05) 83702749,40177 竹北福德路66號4樓,Apple Pay
638,531,張美華,014 44748873,445 豐原大勇巷21號之2,Apple Pay
639,532,陶淑娟,06-9917233,79299 大里縣福德路3號之3,Credit Card
640,533,曾承翰,00 3344821,48115 八德市成功街909號之4,Apple Pay
641,534,易文華,0929499858,503 平鎮市文山巷5號之0,Apple Pay
642,535,黃文雄,0907-484180,32124 花蓮縣小碧潭巷3號之8,Cash on Delivery
643,535,郭美玲,(09) 83130342,789 太平中興巷502號1樓,Line Pay
644,536,林志遠,0967033307,841 楊梅府中路8段7號之5,Apple Pay
645,536,張明哲,0959312512,639 新竹自強街6號0樓,Apple Pay
646,537,黃柏宇,08-5255979,10590 澎湖水源街6段317號0樓,Line Pay
647,538,吳建宏,01-5357640,49608 中和五福巷9段817號7樓,Line Pay
648,539,盧碧珠,079 19847268,77412 光復新北投路9段65號1樓,Credit Card
649,540,張美玲,0978-130823,63484 梅山縣迴龍巷2號4樓,Apple Pay
650,541,陳淑惠,03 7871746,84375 太保縣昆陽路4段9號之0,Apple Pay
651,542,蕭詩涵,0903847477,40907 彰化縣興街6段265號之7,Cash on Delivery
652,543,陳文雄,017 89952450,425 北港縣西門路596號之1,Credit Card
653,544,黃淑卿,0984-112051,70223 新竹市民生街969號之9,Apple Pay
654,545,周義雄,0986-119389,900 馬公縣大勇街2段9號3樓,Apple Pay
655,546,潘玉蘭,00-16412247,489 豐原府中街4號5樓,Cash on Delivery
656,547,何麗娟,08-63241962,935 北竿縣松山巷5號之5,Cash on Delivery
657,548,洪雅玲,06 5910243,577 台北市北投街871號之4,Cash on Delivery
658,549,李文章,(02) 75589278,684 豐原勝利巷3號1樓,Cash on Delivery
659,549,張國華,02-6968247,601 台北縣關渡街7段32號6樓,Line Pay
660,550,顏志偉,0922-870210,634 太保縣新興巷477號4樓,Cash on Delivery
661,550,沈勝雄,05 2058976,74096 汐止動物園街8段627號之8,Apple Pay
662,551,鄭志雄,00-93874848,359 北竿中山巷8段3號5樓,Cash on Delivery
663,552,王國榮,0930606001,674 朴子市勝利街3段6號7樓,Cash on Delivery
664,553,段文章,(03) 41641642,117 連江市新生路9段4號8樓,Credit Card
665,554,鄭佳穎,(04) 66350829,306 北竿民有路8號5樓,Apple Pay
666,555,吳志文,01 8511517,278 金門復興街371號之0,Credit Card
667,556,曾承翰,0922-124656,55105 豐原縣文昌巷885號4樓,Cash on Delivery
668,557,李慧玲,0988-962039,81816 新營福德路76號之6,Line Pay
669,558,蔡承翰,0926216956,764 桃園市光復巷504號5樓,Apple Pay
670,559,張建成,06 3918469,29224 樹林縣迴龍路7號3樓,Line Pay
671,560,黃美玲,0938327637,24379 阿里山頂福州街919號7樓,Line Pay
672,561,童美雲,0972-296932,71858 汐止文昌街9號之5,Credit Card
673,562,魯世昌,(07) 90877821,293 梅山縣民富巷6段483號之4,Apple Pay
674,562,詹雅萍,02-93888072,32881 永和四維巷3號5樓,Credit Card
675,563,吳美英,(08) 38903708,35162 板橋西門路556號之6,Cash on Delivery
676,564,陳明輝,0925-568038,67715 北港市士林路97號之2,Cash on Delivery
677,564,詹淑芬,06-2355683,806 橫山市劍南路42號之7,Apple Pay
678,565,林月娥,049 67318059,42072 馬公頂福州路436號之6,Cash on Delivery
679,566,楊明輝,027 21942126,392 竹北興巷5段7號7樓,Apple Pay
680,567,洪雅雯,04 4647130,23440 草屯市長安街952號之0,Line Pay
681,568,吳文祥,00 7602791,660 卑南土城路2段6號9樓,Line Pay
682,569,劉志豪,00-1009898,89921 高雄動物園巷5號之5,Line Pay
683,570,黃麗珠,09 9209259,80753 竹田福安路981號之4,Line Pay
684,571,黃欣妤,(00) 45698162,74437 白沙紅樹林路859號之4,Line Pay
685,572,馮秀鳳,05-6400589,808 台南縣興街4號之4,Line Pay
686,573,邱美珠,01-95967973,779 梅山國凱八德路1段923號之4,Cash on Delivery
687,573,陳政宏,02 9062135,63970 頭份大智路75號之9,Line Pay
688,574,劉麗雲,075 33035518,19256 汐止市新生巷966號0樓,Line Pay
689,575,莊品妍,071 98343718,79387 南投市象山路10號1樓,Cash on Delivery
690,575,郭柏翰,0991092314,21780 彰化市民有街15號之2,Line Pay
691,576,林秀英,03-5369492,439 屏東莒光街5號之2,Cash on Delivery
692,576,何玉玲,(06) 61430270,194 宜蘭天母街1段4號5樓,Cash on Delivery
693,577,葉志豪,0968-385252,12558 屏東勝利路8段559號之1,Line Pay
694,577,林哲維,03-83898715,362 竹北民生路31號7樓,Cash on Delivery
695,578,陳家豪,09-86536587,868 高雄縣中華街42號2樓,Credit Card
696,579,許柏翰,0945-874577,515 北斗縣劍南巷533號之2,Line Pay
697,580,陳怡君,0950807066,14637 牡丹縣永安路6號7樓,Apple Pay
698,580,陳鈺婷,0929-672553,86931 平鎮縣萬隆街1號3樓,Apple Pay
699,581,吳金龍,06 9376790,35615 台東忠孝路85號之9,Apple Pay
700,582,曹惠玲,(08) 19677795,79112 台北縣育英路4段89號6樓,Apple Pay
701,583,黃月娥,(00) 11551482,24432 永和市新北投巷6段5號之5,Cash on Delivery
702,584,羅勝雄,(07) 75587200,68467 卑南永寧巷73號1樓,Line Pay
703,585,陳美惠,09 3974379,690 彰化仁愛街5號9樓,Credit Card
704,586,林秀華,0985-637038,952 汐止市芝山巷3號之9,Apple Pay
705,587,陳冠宇,0993-894683,42113 基隆育英街250號之4,Credit Card
706,587,吳文雄,00 9462398,502 新竹明德巷1號2樓,Credit Card
707,588,羅文龍,030 45848015,95359 斗六和街街27號4樓,Credit Card
708,589,董美玉,099 28127397,441 太平松山巷775號6樓,Line Pay
709,589,楊聰明,0976135633,72819 員林縣東湖街4段45號之8,Line Pay
